DATE,TIME,実績(万kW)
2024 5 4,17 00,2494
2024 5 4,18 00,2572
2024 5 4,19 00,2579
2024 5 4,20 00,2478
2024 5 4,21 00,2349
2024 5 4,22 00,2235
2024 5 4,23 00,2140
2024 5 5,0 00,1999
2024 5 5,1 00,1910
2024 5 5,2 00,1900
2024 5 5,3 00,1945
2024 5 5,4 00,1958
2024 5 5,5 00,1897
2024 5 5,6 00,1855
2024 5 5,7 00,1936
2024 5 5,8 00,2103
2024 5 5,9 00,2299
2024 5 5,10 00,2455
2024 5 5,11 00,2534
2024 5 5,12 00,2555
2024 5 5,13 00,2511
2024 5 5,14 00,2438
2024 5 5,15 00,2416
2024 5 5,16 00,2447
2024 5 5,17 00,2488
2024 5 5,18 00,2579
2024 5 5,19 00,2588
2024 5 5,20 00,2498
2024 5 5,21 00,2383
2024 5 5,22 00,2271
2024 5 5,23 00,2178
2024 5 6,0 00,2033
2024 5 6,1 00,1945
2024 5 6,2 00,1948
2024 5 6,3 00,1981
2024 5 6,4 00,1995
2024 5 6,5 00,1921
2024 5 6,6 00,1936
2024 5 6,7 00,2066
2024 5 6,8 00,2263
2024 5 6,9 00,2471
2024 5 6,10 00,2569
2024 5 6,11 00,2485
2024 5 6,12 00,2397
2024 5 6,13 00,2475
2024 5 6,14 00,2560
2024 5 6,15 00,2576
2024 5 6,16 00,2608
2024 5 6,17 00,2646
2024 5 6,18 00,2763
2024 5 6,19 00,2754
2024 5 6,20 00,2654
2024 5 6,21 00,2516
2024 5 6,22 00,2393
2024 5 6,23 00,2281
2024 5 7,0 00,2132
2024 5 7,1 00,2043
2024 5 7,2 00,2042
2024 5 7,3 00,2081
2024 5 7,4 00,2109
2024 5 7,5 00,2169
2024 5 7,6 00,2353
2024 5 7,7 00,2608
2024 5 7,8 00,2902
2024 5 7,9 00,3068
2024 5 7,10 00,3160
2024 5 7,11 00,3212
2024 5 7,12 00,3025
2024 5 7,13 00,3211
2024 5 7,14 00,3232
2024 5 7,15 00,3196
2024 5 7,16 00,3188
2024 5 7,17 00,3129
2024 5 7,18 00,3137
2024 5 7,19 00,3056
2024 5 7,20 00,2924
2024 5 7,21 00,2769
2024 5 7,22 00,2630
2024 5 7,23 00,2487
2024 5 8,0 00,2315
2024 5 8,1 00,2213
2024 5 8,2 00,2193
2024 5 8,3 00,2230
2024 5 8,4 00,2253
2024 5 8,5 00,2258
2024 5 8,6 00,2339
2024 5 8,7 00,2558
2024 5 8,8 00,2882
2024 5 8,9 00,3121
2024 5 8,10 00,3221
2024 5 8,11 00,3259
2024 5 8,12 00,3123
2024 5 8,13 00,3232
2024 5 8,14 00,3267
2024 5 8,15 00,3231
2024 5 8,16 00,3202
2024 5 8,17 00,3135
2024 5 8,18 00,3114
2024 5 8,19 00,3025
2024 5 8,20 00,2892
2024 5 8,21 00,2741
2024 5 8,22 00,2605
2024 5 8,23 00,2472
2024 5 9,0 00,2296
2024 5 9,1 00,2205
2024 5 9,2 00,2204
2024 5 9,3 00,2247
2024 5 9,4 00,2286
2024 5 9,5 00,2347
2024 5 9,6 00,2470
2024 5 9,7 00,2748
2024 5 9,8 00,3058
2024 5 9,9 00,3084
2024 5 9,10 00,3102
2024 5 9,11 00,3003
2024 5 9,12 00,2951
2024 5 9,13 00,3106
2024 5 9,14 00,2991
2024 5 9,15 00,2912
2024 5 9,16 00,2943
2024 5 9,17 00,2972
2024 5 9,18 00,3056
2024 5 9,19 00,3060
2024 5 9,20 00,2943
2024 5 9,21 00,2803
2024 5 9,22 00,2659
2024 5 9,23 00,2513
2024 5 10,0 00,2325
2024 5 10,1 00,2225
2024 5 10,2 00,2230
2024 5 10,3 00,2285
2024 5 10,4 00,2332
2024 5 10,5 00,2346
2024 5 10,6 00,2379
2024 5 10,7 00,2514
2024 5 10,8 00,2800
2024 5 10,9 00,3056
2024 5 10,10 00,3152
2024 5 10,11 00,3184
2024 5 10,12 00,3068
2024 5 10,13 00,3123
2024 5 10,14 00,3069
2024 5 10,15 00,3032
2024 5 10,16 00,3041
2024 5 10,17 00,2993
2024 5 10,18 00,3007
2024 5 10,19 00,2986
2024 5 10,20 00,2867
2024 5 10,21 00,2720
2024 5 10,22 00,2605
2024 5 10,23 00,2479
2024 5 11,0 00,2295
2024 5 11,1 00,2191
2024 5 11,2 00,2187
2024 5 11,3 00,2223
2024 5 11,4 00,2226
2024 5 11,5 00,2156
2024 5 11,6 00,2117
2024 5 11,7 00,2201
2024 5 11,8 00,2408
2024 5 11,9 00,2630
2024 5 11,10 00,2725
2024 5 11,11 00,2773
2024 5 11,12 00,2750
2024 5 11,13 00,2714
2024 5 11,14 00,2646
2024 5 11,15 00,2613
2024 5 11,16 00,2631
2024 5 11,17 00,2671
2024 5 11,18 00,2733
2024 5 11,19 00,2734
2024 5 11,20 00,2646
2024 5 11,21 00,2518
2024 5 11,22 00,2407
2024 5 11,23 00,2311
2024 5 12,0 00,2160
2024 5 12,1 00,2068
2024 5 12,2 00,2058
2024 5 12,3 00,2093
2024 5 12,4 00,2103
2024 5 12,5 00,2024
2024 5 12,6 00,1983
2024 5 12,7 00,2102
2024 5 12,8 00,2234
2024 5 12,9 00,2381
2024 5 12,10 00,2457
2024 5 12,11 00,2504
2024 5 12,12 00,2469
2024 5 12,13 00,2494
2024 5 12,14 00,2506
2024 5 12,15 00,2543
2024 5 12,16 00,2522
2024 5 12,17 00,2641
2024 5 12,18 00,2761
2024 5 12,19 00,2753
2024 5 12,20 00,2669
2024 5 12,21 00,2566
2024 5 12,22 00,2440
2024 5 12,23 00,2326
2024 5 13,0 00,2165
2024 5 13,1 00,2076
2024 5 13,2 00,2072
2024 5 13,3 00,2114
2024 5 13,4 00,2164
2024 5 13,5 00,2220
2024 5 13,6 00,2371
2024 5 13,7 00,2622
2024 5 13,8 00,2928
2024 5 13,9 00,3180
2024 5 13,10 00,3246
2024 5 13,11 00,3249
2024 5 13,12 00,3134
2024 5 13,13 00,3238
2024 5 13,14 00,3254
2024 5 13,15 00,3219
2024 5 13,16 00,3223
2024 5 13,17 00,3170
2024 5 13,18 00,3157
2024 5 13,19 00,3055
2024 5 13,20 00,2922
2024 5 13,21 00,2762
2024 5 13,22 00,2626
2024 5 13,23 00,2481
2024 5 14,0 00,2314
2024 5 14,1 00,2211
2024 5 14,2 00,2206
2024 5 14,3 00,2245
2024 5 14,4 00,2284
2024 5 14,5 00,2282
2024 5 14,6 00,2341
2024 5 14,7 00,2509
2024 5 14,8 00,2764
2024 5 14,9 00,2985
2024 5 14,10 00,2987
2024 5 14,11 00,3061
2024 5 14,12 00,3020
2024 5 14,13 00,3145
2024 5 14,14 00,3045
2024 5 14,15 00,2977
2024 5 14,16 00,3027
2024 5 14,17 00,3022
2024 5 14,18 00,3044
2024 5 14,19 00,3021
2024 5 14,20 00,2906
2024 5 14,21 00,2755
2024 5 14,22 00,2629
2024 5 14,23 00,2489
2024 5 15,0 00,2305
2024 5 15,1 00,2199
2024 5 15,2 00,2203
2024 5 15,3 00,2250
2024 5 15,4 00,2268
2024 5 15,5 00,2253
2024 5 15,6 00,2309
2024 5 15,7 00,2479
2024 5 15,8 00,2810
2024 5 15,9 00,3114
2024 5 15,10 00,3241
2024 5 15,11 00,3291
2024 5 15,12 00,3181
2024 5 15,13 00,3240
2024 5 15,14 00,3175
2024 5 15,15 00,3232
2024 5 15,16 00,3230
2024 5 15,17 00,3120
2024 5 15,18 00,3129
2024 5 15,19 00,3064
2024 5 15,20 00,2934
2024 5 15,21 00,2786
2024 5 15,22 00,2663
2024 5 15,23 00,2525
2024 5 16,0 00,2348
2024 5 16,1 00,2244
2024 5 16,2 00,2227
2024 5 16,3 00,2262
2024 5 16,4 00,2286
2024 5 16,5 00,2304
2024 5 16,6 00,2414
2024 5 16,7 00,2635
2024 5 16,8 00,2897
2024 5 16,9 00,3114
2024 5 16,10 00,3146
2024 5 16,11 00,3159
2024 5 16,12 00,3076
2024 5 16,13 00,3188
2024 5 16,14 00,3216
2024 5 16,15 00,3213
2024 5 16,16 00,3225
2024 5 16,17 00,3154
2024 5 16,18 00,3120
2024 5 16,19 00,3065
2024 5 16,20 00,2930
2024 5 16,21 00,2785
2024 5 16,22 00,2651
2024 5 16,23 00,2519
2024 5 17,0 00,2341
2024 5 17,1 00,2235
2024 5 17,2 00,2225
2024 5 17,3 00,2251
2024 5 17,4 00,2280
2024 5 17,5 00,2265
2024 5 17,6 00,2329
2024 5 17,7 00,2504
2024 5 17,8 00,2840
2024 5 17,9 00,3152
2024 5 17,10 00,3279
2024 5 17,11 00,3336
2024 5 17,12 00,3228
2024 5 17,13 00,3311
2024 5 17,14 00,3276
2024 5 17,15 00,3238
2024 5 17,16 00,3230
2024 5 17,17 00,3172
2024 5 17,18 00,3123
2024 5 17,19 00,3060
2024 5 17,20 00,2916
2024 5 17,21 00,2754
2024 5 17,22 00,2631
2024 5 17,23 00,2492
2024 5 18,0 00,2314
2024 5 18,1 00,2204
2024 5 18,2 00,2187
2024 5 18,3 00,2205
2024 5 18,4 00,2202
2024 5 18,5 00,2153
2024 5 18,6 00,2114
2024 5 18,7 00,2226
2024 5 18,8 00,2434
2024 5 18,9 00,2652
2024 5 18,10 00,2794
2024 5 18,11 00,2874
2024 5 18,12 00,2880
2024 5 18,13 00,2876
2024 5 18,14 00,2838
2024 5 18,15 00,2827
2024 5 18,16 00,2818
2024 5 18,17 00,2807
2024 5 18,18 00,2842
2024 5 18,19 00,2828
2024 5 18,20 00,2715
2024 5 18,21 00,2567
2024 5 18,22 00,2476
2024 5 18,23 00,2378
2024 5 19,0 00,2224
2024 5 19,1 00,2122
2024 5 19,2 00,2112
2024 5 19,3 00,2134
2024 5 19,4 00,2134
2024 5 19,5 00,2053
2024 5 19,6 00,2004
2024 5 19,7 00,2135
2024 5 19,8 00,2271
2024 5 19,9 00,2394
2024 5 19,10 00,2460
2024 5 19,11 00,2556
2024 5 19,12 00,2538
2024 5 19,13 00,2521
2024 5 19,14 00,2513
2024 5 19,15 00,2547
2024 5 19,16 00,2620
2024 5 19,17 00,2720
2024 5 19,18 00,2812
2024 5 19,19 00,2799
2024 5 19,20 00,2714
2024 5 19,21 00,2577
2024 5 19,22 00,2449
2024 5 19,23 00,2347
2024 5 20,0 00,2195
2024 5 20,1 00,2093
2024 5 20,2 00,2087
2024 5 20,3 00,2143
2024 5 20,4 00,2191
2024 5 20,5 00,2255
2024 5 20,6 00,2400
2024 5 20,7 00,2637
2024 5 20,8 00,2918
2024 5 20,9 00,3156
2024 5 20,10 00,3109
2024 5 20,11 00,3094
2024 5 20,12 00,2992
2024 5 20,13 00,3147
2024 5 20,14 00,3186
2024 5 20,15 00,3152
2024 5 20,16 00,3192
2024 5 20,17 00,3103
2024 5 20,18 00,3117
2024 5 20,19 00,3086
2024 5 20,20 00,2958
2024 5 20,21 00,2808
2024 5 20,22 00,2686
2024 5 20,23 00,2534
2024 5 21,0 00,2342
2024 5 21,1 00,2241
2024 5 21,2 00,2228
2024 5 21,3 00,2267
2024 5 21,4 00,2287
2024 5 21,5 00,2257
2024 5 21,6 00,2365
2024 5 21,7 00,2592
2024 5 21,8 00,2966
2024 5 21,9 00,3276
2024 5 21,10 00,3385
2024 5 21,11 00,3480
2024 5 21,12 00,3397
2024 5 21,13 00,3515
2024 5 21,14 00,3540
2024 5 21,15 00,3482
2024 5 21,16 00,3447
2024 5 21,17 00,3334
2024 5 21,18 00,3285
2024 5 21,19 00,3198
2024 5 21,20 00,3045
2024 5 21,21 00,2873
2024 5 21,22 00,2747
2024 5 21,23 00,2597
2024 5 22,0 00,2394
2024 5 22,1 00,2270
2024 5 22,2 00,2243
2024 5 22,3 00,2270
2024 5 22,4 00,2286
2024 5 22,5 00,2281
2024 5 22,6 00,2336
2024 5 22,7 00,2484
2024 5 22,8 00,2826
2024 5 22,9 00,3112
2024 5 22,10 00,3228
2024 5 22,11 00,3328
2024 5 22,12 00,3248
2024 5 22,13 00,3277
2024 5 22,14 00,3252
2024 5 22,15 00,3217
2024 5 22,16 00,3188
2024 5 22,17 00,3122
2024 5 22,18 00,3120
2024 5 22,19 00,3085
2024 5 22,20 00,2945
2024 5 22,21 00,2786
2024 5 22,22 00,2670
2024 5 22,23 00,2537
2024 5 23,0 00,2358
2024 5 23,1 00,2247
2024 5 23,2 00,2232
2024 5 23,3 00,2263
2024 5 23,4 00,2273
2024 5 23,5 00,2235
2024 5 23,6 00,2322
2024 5 23,7 00,2545
2024 5 23,8 00,2894
2024 5 23,9 00,3124
2024 5 23,10 00,3187
2024 5 23,11 00,3184
2024 5 23,12 00,3113
2024 5 23,13 00,3219
2024 5 23,14 00,3275
2024 5 23,15 00,3324
2024 5 23,16 00,3315
2024 5 23,17 00,3232
2024 5 23,18 00,3240
2024 5 23,19 00,3190
2024 5 23,20 00,3040
2024 5 23,21 00,2869
2024 5 23,22 00,2731
2024 5 23,23 00,2594
2024 5 24,0 00,2409
2024 5 24,1 00,2292
2024 5 24,2 00,2264
2024 5 24,3 00,2299
2024 5 24,4 00,2303
2024 5 24,5 00,2288
2024 5 24,6 00,2387
2024 5 24,7 00,2628
2024 5 24,8 00,3046
2024 5 24,9 00,3261
2024 5 24,10 00,3426
2024 5 24,11 00,3508
2024 5 24,12 00,3414
2024 5 24,13 00,3613
2024 5 24,14 00,3654
2024 5 24,15 00,3622
2024 5 24,16 00,3531
2024 5 24,17 00,3331
2024 5 24,18 00,3277
2024 5 24,19 00,3211
2024 5 24,20 00,3053
2024 5 24,21 00,2883
2024 5 24,22 00,2750
2024 5 24,23 00,2607
2024 5 25,0 00,2401
2024 5 25,1 00,2268
2024 5 25,2 00,2227
2024 5 25,3 00,2238
2024 5 25,4 00,2226
2024 5 25,5 00,2167
2024 5 25,6 00,2142
2024 5 25,7 00,2238
2024 5 25,8 00,2403
2024 5 25,9 00,2590
2024 5 25,10 00,2761
2024 5 25,11 00,2823
2024 5 25,12 00,2838
2024 5 25,13 00,2821
2024 5 25,14 00,2760
2024 5 25,15 00,2701
2024 5 25,16 00,2710
2024 5 25,17 00,2703
2024 5 25,18 00,2734
2024 5 25,19 00,2739
2024 5 25,20 00,2634
2024 5 25,21 00,2507
2024 5 25,22 00,2398
2024 5 25,23 00,2296
2024 5 26,0 00,2152
2024 5 26,1 00,2067
2024 5 26,2 00,2045
2024 5 26,3 00,2074
2024 5 26,4 00,2081
2024 5 26,5 00,2022
2024 5 26,6 00,1986
2024 5 26,7 00,2095
2024 5 26,8 00,2282
2024 5 26,9 00,2471
2024 5 26,10 00,2549
2024 5 26,11 00,2591
2024 5 26,12 00,2611
2024 5 26,13 00,2594
2024 5 26,14 00,2591
2024 5 26,15 00,2546
2024 5 26,16 00,2558
2024 5 26,17 00,2638
2024 5 26,18 00,2758
2024 5 26,19 00,2803
2024 5 26,20 00,2720
2024 5 26,21 00,2586
2024 5 26,22 00,2460
2024 5 26,23 00,2346
2024 5 27,0 00,2196
2024 5 27,1 00,2098
2024 5 27,2 00,2085
2024 5 27,3 00,2132
2024 5 27,4 00,2165
2024 5 27,5 00,2163
2024 5 27,6 00,2308
2024 5 27,7 00,2601
2024 5 27,8 00,2986
2024 5 27,9 00,3181
2024 5 27,10 00,3207
2024 5 27,11 00,3247
2024 5 27,12 00,3062
2024 5 27,13 00,3223
2024 5 27,14 00,3336
2024 5 27,15 00,3289
2024 5 27,16 00,3278
2024 5 27,17 00,3237
2024 5 27,18 00,3242
2024 5 27,19 00,3191
2024 5 27,20 00,3055
2024 5 27,21 00,2897
2024 5 27,22 00,2774
2024 5 27,23 00,2632
2024 5 28,0 00,2450
2024 5 28,1 00,2327
2024 5 28,2 00,2300
2024 5 28,3 00,2332
2024 5 28,4 00,2352
2024 5 28,5 00,2386
2024 5 28,6 00,2545
2024 5 28,7 00,2781
2024 5 28,8 00,3156
2024 5 28,9 00,3413
2024 5 28,10 00,3492
2024 5 28,11 00,3560
2024 5 28,12 00,3433
2024 5 28,13 00,3536
2024 5 28,14 00,3545
2024 5 28,15 00,3507
2024 5 28,16 00,3517
2024 5 28,17 00,3463
2024 5 28,18 00,3439
2024 5 28,19 00,3346
2024 5 28,20 00,3195
2024 5 28,21 00,3032
2024 5 28,22 00,2896
2024 5 28,23 00,2736
2024 5 29,0 00,2525
2024 5 29,1 00,2378
2024 5 29,2 00,2332
2024 5 29,3 00,2346
2024 5 29,4 00,2350
2024 5 29,5 00,2335
2024 5 29,6 00,2419
2024 5 29,7 00,2614
2024 5 29,8 00,2956
2024 5 29,9 00,3217
2024 5 29,10 00,3319
2024 5 29,11 00,3415
2024 5 29,12 00,3344
2024 5 29,13 00,3454
2024 5 29,14 00,3459
2024 5 29,15 00,3429
2024 5 29,16 00,3413
2024 5 29,17 00,3297
2024 5 29,18 00,3224
2024 5 29,19 00,3166
2024 5 29,20 00,3012
2024 5 29,21 00,2840
2024 5 29,22 00,2696
2024 5 29,23 00,2559
2024 5 30,0 00,2373
2024 5 30,1 00,2256
2024 5 30,2 00,2234
2024 5 30,3 00,2270
2024 5 30,4 00,2290
2024 5 30,5 00,2284
2024 5 30,6 00,2387
2024 5 30,7 00,2661
2024 5 30,8 00,3087
2024 5 30,9 00,3363
2024 5 30,10 00,3450
2024 5 30,11 00,3526
2024 5 30,12 00,3407
2024 5 30,13 00,3492
2024 5 30,14 00,3475
2024 5 30,15 00,3457
2024 5 30,16 00,3425
2024 5 30,17 00,3324
2024 5 30,18 00,3297
2024 5 30,19 00,3229
2024 5 30,20 00,3076
2024 5 30,21 00,2907
2024 5 30,22 00,2770
2024 5 30,23 00,2630
2024 5 31,0 00,2443
2024 5 31,1 00,2313
2024 5 31,2 00,2272
2024 5 31,3 00,2289
2024 5 31,4 00,2309
2024 5 31,5 00,2350
2024 5 31,6 00,2476
2024 5 31,7 00,2691
2024 5 31,8 00,2981
2024 5 31,9 00,3163
2024 5 31,10 00,3161
2024 5 31,11 00,3129
2024 5 31,12 00,3088
2024 5 31,13 00,3142
2024 5 31,14 00,3249
2024 5 31,15 00,3186
2024 5 31,16 00,3168
2024 5 31,17 00,3120
2024 5 31,18 00,3117
2024 5 31,19 00,3068
2024 5 31,20 00,2923
2024 5 31,21 00,2766
2024 5 31,22 00,2640
2024 5 31,23 00,2510
2024 6 1,0 00,2323
2024 6 1,1 00,2203
2024 6 1,2 00,2179
2024 6 1,3 00,2209
2024 6 1,4 00,2207
2024 6 1,5 00,2151
2024 6 1,6 00,2143
2024 6 1,7 00,2249
2024 6 1,8 00,2479
2024 6 1,9 00,2691
2024 6 1,10 00,2899
2024 6 1,11 00,3067
2024 6 1,12 00,3048
2024 6 1,13 00,3032
2024 6 1,14 00,2952
2024 6 1,15 00,2864
2024 6 1,16 00,2838
2024 6 1,17 00,2795
2024 6 1,18 00,2786
2024 6 1,19 00,2792
2024 6 1,20 00,2684
2024 6 1,21 00,2545
2024 6 1,22 00,2431
2024 6 1,23 00,2339
2024 6 2,0 00,2188
2024 6 2,1 00,2079
2024 6 2,2 00,2056
2024 6 2,3 00,2090
2024 6 2,4 00,2113
2024 6 2,5 00,2091
2024 6 2,6 00,2082
2024 6 2,7 00,2181
2024 6 2,8 00,2344
2024 6 2,9 00,2558
2024 6 2,10 00,2665
2024 6 2,11 00,2731
2024 6 2,12 00,2707
2024 6 2,13 00,2672
2024 6 2,14 00,2681
2024 6 2,15 00,2625
2024 6 2,16 00,2624
2024 6 2,17 00,2722
2024 6 2,18 00,2790
2024 6 2,19 00,2769
2024 6 2,20 00,2687
2024 6 2,21 00,2562
2024 6 2,22 00,2423
2024 6 2,23 00,2315
2024 6 3,0 00,2170
2024 6 3,1 00,2072
2024 6 3,2 00,2068
2024 6 3,3 00,2113
2024 6 3,4 00,2153
2024 6 3,5 00,2174
2024 6 3,6 00,2284
2024 6 3,7 00,2505
2024 6 3,8 00,2845
2024 6 3,9 00,3169
2024 6 3,10 00,3344
2024 6 3,11 00,3429
2024 6 3,12 00,3333
2024 6 3,13 00,3397
2024 6 3,14 00,3386
2024 6 3,15 00,3367
2024 6 3,16 00,3333
2024 6 3,17 00,3204
2024 6 3,18 00,3128
2024 6 3,19 00,3051
2024 6 3,20 00,2912
2024 6 3,21 00,2758
2024 6 3,22 00,2642
2024 6 3,23 00,2502
2024 6 4,0 00,2320
2024 6 4,1 00,2205
2024 6 4,2 00,2191
2024 6 4,3 00,2235
2024 6 4,4 00,2245
2024 6 4,5 00,2260
2024 6 4,6 00,2349
2024 6 4,7 00,2611
2024 6 4,8 00,3022
2024 6 4,9 00,3301
2024 6 4,10 00,3364
2024 6 4,11 00,3446
2024 6 4,12 00,3344
2024 6 4,13 00,3421
2024 6 4,14 00,3405
2024 6 4,15 00,3315
2024 6 4,16 00,3274
2024 6 4,17 00,3173
2024 6 4,18 00,3107
2024 6 4,19 00,3048
2024 6 4,20 00,2914
2024 6 4,21 00,2751
2024 6 4,22 00,2624
2024 6 4,23 00,2488
2024 6 5,0 00,2316
2024 6 5,1 00,2202
2024 6 5,2 00,2188
2024 6 5,3 00,2224
2024 6 5,4 00,2237
2024 6 5,5 00,2243
2024 6 5,6 00,2327
2024 6 5,7 00,2580
2024 6 5,8 00,2975
2024 6 5,9 00,3321
2024 6 5,10 00,3475
2024 6 5,11 00,3540
2024 6 5,12 00,3439
2024 6 5,13 00,3520
2024 6 5,14 00,3499
2024 6 5,15 00,3433
2024 6 5,16 00,3399
2024 6 5,17 00,3279
2024 6 5,18 00,3194
2024 6 5,19 00,3145
2024 6 5,20 00,2998
2024 6 5,21 00,2828
2024 6 5,22 00,2692
2024 6 5,23 00,2556
2024 6 6,0 00,2355
2024 6 6,1 00,2240
2024 6 6,2 00,2219
2024 6 6,3 00,2256
2024 6 6,4 00,2272
2024 6 6,5 00,2274
2024 6 6,6 00,2364
2024 6 6,7 00,2574
2024 6 6,8 00,2944
2024 6 6,9 00,3338
2024 6 6,10 00,3406
2024 6 6,11 00,3422
2024 6 6,12 00,3409
2024 6 6,13 00,3519
2024 6 6,14 00,3475
2024 6 6,15 00,3497
2024 6 6,16 00,3432
2024 6 6,17 00,3275
2024 6 6,18 00,3236
2024 6 6,19 00,3179
2024 6 6,20 00,3035
2024 6 6,21 00,2872
2024 6 6,22 00,2735
2024 6 6,23 00,2586
2024 6 7,0 00,2385
2024 6 7,1 00,2267
2024 6 7,2 00,2238
2024 6 7,3 00,2269
2024 6 7,4 00,2292
2024 6 7,5 00,2301
2024 6 7,6 00,2390
2024 6 7,7 00,2644
2024 6 7,8 00,3079
2024 6 7,9 00,3352
2024 6 7,10 00,3449
2024 6 7,11 00,3528
2024 6 7,12 00,3543
2024 6 7,13 00,3563
2024 6 7,14 00,3563
2024 6 7,15 00,3502
2024 6 7,16 00,3416
2024 6 7,17 00,3268
2024 6 7,18 00,3168
2024 6 7,19 00,3109
2024 6 7,20 00,2967
2024 6 7,21 00,2798
2024 6 7,22 00,2679
2024 6 7,23 00,2541
2024 6 8,0 00,2349
2024 6 8,1 00,2225
2024 6 8,2 00,2184
2024 6 8,3 00,2207
2024 6 8,4 00,2188
2024 6 8,5 00,2142
2024 6 8,6 00,2170
2024 6 8,7 00,2327
2024 6 8,8 00,2614
2024 6 8,9 00,2856
2024 6 8,10 00,3024
2024 6 8,11 00,3102
2024 6 8,12 00,3099
2024 6 8,13 00,3074
2024 6 8,14 00,3022
2024 6 8,15 00,2982
2024 6 8,16 00,2916
2024 6 8,17 00,2837
2024 6 8,18 00,2854
2024 6 8,19 00,2890
2024 6 8,20 00,2778
2024 6 8,21 00,2633
2024 6 8,22 00,2512
2024 6 8,23 00,2392
2024 6 9,0 00,2230
2024 6 9,1 00,2119
2024 6 9,2 00,2095
2024 6 9,3 00,2127
2024 6 9,4 00,2126
2024 6 9,5 00,2097
2024 6 9,6 00,2103
2024 6 9,7 00,2210
2024 6 9,8 00,2340
2024 6 9,9 00,2519
2024 6 9,10 00,2644
2024 6 9,11 00,2636
2024 6 9,12 00,2737
2024 6 9,13 00,2697
2024 6 9,14 00,2719
2024 6 9,15 00,2706
2024 6 9,16 00,2696
2024 6 9,17 00,2767
2024 6 9,18 00,2848
2024 6 9,19 00,2847
2024 6 9,20 00,2750
2024 6 9,21 00,2622
2024 6 9,22 00,2488
2024 6 9,23 00,2370
2024 6 10,0 00,2205
2024 6 10,1 00,2108
2024 6 10,2 00,2087
2024 6 10,3 00,2140
2024 6 10,4 00,2176
2024 6 10,5 00,2223
2024 6 10,6 00,2359
2024 6 10,7 00,2609
2024 6 10,8 00,2966
2024 6 10,9 00,3187
2024 6 10,10 00,3264
2024 6 10,11 00,3340
2024 6 10,12 00,3234
2024 6 10,13 00,3334
2024 6 10,14 00,3379
2024 6 10,15 00,3299
2024 6 10,16 00,3290
2024 6 10,17 00,3209
2024 6 10,18 00,3194
2024 6 10,19 00,3138
2024 6 10,20 00,2995
2024 6 10,21 00,2844
2024 6 10,22 00,2711
2024 6 10,23 00,2572
2024 6 11,0 00,2370
2024 6 11,1 00,2261
2024 6 11,2 00,2233
2024 6 11,3 00,2269
2024 6 11,4 00,2282
2024 6 11,5 00,2301
2024 6 11,6 00,2445
2024 6 11,7 00,2739
2024 6 11,8 00,3206
2024 6 11,9 00,3631
2024 6 11,10 00,3788
2024 6 11,11 00,3878
2024 6 11,12 00,3784
2024 6 11,13 00,3887
2024 6 11,14 00,3849
2024 6 11,15 00,3783
2024 6 11,16 00,3726
2024 6 11,17 00,3564
2024 6 11,18 00,3424
2024 6 11,19 00,3354
2024 6 11,20 00,3189
2024 6 11,21 00,3000
2024 6 11,22 00,2862
2024 6 11,23 00,2700
2024 6 12,0 00,2490
2024 6 12,1 00,2344
2024 6 12,2 00,2303
2024 6 12,3 00,2329
2024 6 12,4 00,2337
2024 6 12,5 00,2346
2024 6 12,6 00,2495
2024 6 12,7 00,2832
2024 6 12,8 00,3327
2024 6 12,9 00,3707
2024 6 12,10 00,3816
2024 6 12,11 00,3922
2024 6 12,12 00,3889
2024 6 12,13 00,4003
2024 6 12,14 00,3985
2024 6 12,15 00,3923
2024 6 12,16 00,3874
2024 6 12,17 00,3692
2024 6 12,18 00,3544
2024 6 12,19 00,3435
2024 6 12,20 00,3259
2024 6 12,21 00,3059
2024 6 12,22 00,2913
2024 6 12,23 00,2738
2024 6 13,0 00,2518
2024 6 13,1 00,2375
2024 6 13,2 00,2330
2024 6 13,3 00,2350
2024 6 13,4 00,2361
2024 6 13,5 00,2363
2024 6 13,6 00,2480
2024 6 13,7 00,2737
2024 6 13,8 00,3179
2024 6 13,9 00,3421
2024 6 13,10 00,3438
2024 6 13,11 00,3605
2024 6 13,12 00,3525
2024 6 13,13 00,3577
2024 6 13,14 00,3612
2024 6 13,15 00,3483
2024 6 13,16 00,3476
2024 6 13,17 00,3461
2024 6 13,18 00,3395
2024 6 13,19 00,3327
2024 6 13,20 00,3164
2024 6 13,21 00,2966
2024 6 13,22 00,2821
2024 6 13,23 00,2669
2024 6 14,0 00,2461
2024 6 14,1 00,2330
2024 6 14,2 00,2291
2024 6 14,3 00,2316
2024 6 14,4 00,2327
2024 6 14,5 00,2364
2024 6 14,6 00,2517
2024 6 14,7 00,2853
2024 6 14,8 00,3375
2024 6 14,9 00,3823
2024 6 14,10 00,4050
2024 6 14,11 00,4169
2024 6 14,12 00,4115
2024 6 14,13 00,4230
2024 6 14,14 00,4235
2024 6 14,15 00,4186
2024 6 14,16 00,4110
2024 6 14,17 00,3870
2024 6 14,18 00,3666
2024 6 14,19 00,3548
2024 6 14,20 00,3350
2024 6 14,21 00,3129
2024 6 14,22 00,2973
2024 6 14,23 00,2785
2024 6 15,0 00,2557
2024 6 15,1 00,2389
2024 6 15,2 00,2336
2024 6 15,3 00,2339
2024 6 15,4 00,2311
2024 6 15,5 00,2264
2024 6 15,6 00,2337
